tool_name,vulnerability_type,cwe_id,cvss_score,raw_severity,lines_in_function,cyclomatic_complexity,is_core_module,requires_auth,exposed_to_internet,description_length,priority,remediation_plan
SonarQube,SSRF,130,9.8,Low,114,4,0,1,0,287,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,RCE,727,4.8,Low,433,11,1,0,1,660,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,172,8.6,Medium,276,32,0,0,1,697,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,770,5.9,Low,205,49,0,0,1,17,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,614,3.8,High,337,7,0,0,1,816,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,CSRF,209,2.9,Critical,438,46,1,1,1,244,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,CSRF,803,2.0,Medium,420,11,0,1,0,684,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,354,7.6,Critical,481,28,1,1,1,570,High,Rotate all exposed credentials. Implement secrets management.
SonarQube,CSRF,471,3.9,High,385,41,1,1,1,311,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,798,5.1,Low,399,23,0,0,1,47,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,116,4.9,Medium,461,45,1,1,0,145,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,264,5.8,High,273,23,0,1,1,831,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,662,8.7,Medium,408,28,1,0,1,430,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,812,9.8,Medium,58,43,1,0,1,228,High,Rotate all exposed credentials. Implement secrets management.
SonarQube,RCE,442,4.1,Low,328,47,0,1,0,357,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,548,8.3,High,498,26,0,0,0,817,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,453,7.6,Critical,219,25,0,1,1,555,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Hardcoded Secret,845,5.7,Medium,109,29,1,0,0,873,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,477,9.6,Medium,279,19,1,0,1,88,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,287,2.0,Critical,174,33,0,1,0,757,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,303,1.1,High,328,36,0,0,1,904,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,311,8.5,Medium,264,14,1,1,0,282,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,208,4.4,Medium,315,14,1,0,1,170,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,618,8.5,Medium,474,35,1,0,1,696,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Hardcoded Secret,446,8.9,High,111,30,0,0,0,887,High,Rotate all exposed credentials. Implement secrets management.
Bandit,SSRF,670,0.6,High,187,28,1,0,1,317,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,633,8.8,Critical,269,17,0,0,1,383,High,Fix within 1 week. Implement temporary mitigations.
ZAP,RCE,55,4.5,High,423,3,1,1,1,985,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,912,5.1,High,229,16,1,0,1,742,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,12,6.3,Low,497,46,0,1,0,18,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,Path Traversal,657,9.3,Critical,156,30,0,0,1,810,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SQL Injection,400,0.2,Medium,473,29,0,1,0,453,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,908,4.8,High,189,45,1,0,0,122,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,648,6.9,Medium,272,15,1,1,0,998,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,980,7.2,Medium,375,46,1,1,0,214,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,XSS,515,6.9,Low,2,25,0,0,1,414,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,656,1.3,High,246,38,1,0,1,707,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,542,3.0,Critical,210,42,0,0,0,862,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,237,3.6,High,401,47,0,1,1,206,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,279,8.0,Medium,286,38,0,1,0,787,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,348,2.8,Critical,359,23,1,0,1,783,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,627,2.1,High,13,25,1,0,1,769,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,104,9.6,Medium,96,42,0,1,1,124,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SSRF,630,0.1,Medium,498,7,1,1,0,130,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,517,10.0,Low,221,22,0,0,0,662,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Hardcoded Secret,980,6.8,Low,238,17,0,1,1,74,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,872,8.3,Low,94,18,1,0,0,285,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,248,2.9,Medium,338,49,0,0,0,834,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,364,0.1,High,269,41,0,0,1,248,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,321,7.4,Low,171,10,1,1,0,311,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,633,8.3,High,469,10,0,1,1,401,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,286,7.4,Low,94,7,0,1,1,531,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,149,1.4,Critical,149,48,0,1,1,978,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,CSRF,84,7.5,Critical,112,38,0,0,0,378,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,SSRF,966,7.7,Low,55,27,0,1,1,242,High,Implement network-level restrictions. Validate all URL inputs.
ZAP,RCE,406,6.6,Medium,337,33,0,0,1,204,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,978,7.7,Low,424,1,0,0,0,916,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,456,8.5,Low,467,44,1,0,0,21,High,Rotate all exposed credentials. Implement secrets management.
Bandit,SQL Injection,743,6.1,Medium,116,34,1,1,0,915,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,800,0.9,Critical,143,4,0,0,0,930,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,161,4.9,High,201,17,0,0,1,698,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,784,0.8,Low,180,4,1,1,0,186,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,460,4.1,Medium,202,43,1,0,0,226,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,550,4.1,Low,364,26,1,1,0,20,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,500,0.7,Medium,479,4,1,1,0,455,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,738,3.5,High,53,1,1,1,1,639,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,XSS,509,1.1,High,471,7,0,0,0,173,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,654,8.1,Critical,384,30,1,1,1,560,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,XSS,804,9.5,Medium,180,9,1,1,0,62,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SQL Injection,481,0.7,Medium,414,35,1,1,1,227,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,663,9.6,Critical,417,8,0,1,1,727,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SQL Injection,114,5.2,Critical,313,24,0,0,0,833,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,749,3.0,Medium,308,19,0,1,1,369,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,578,0.8,Critical,137,36,0,0,0,394,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,361,5.0,High,182,43,0,1,1,65,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,341,7.9,Low,367,27,0,0,1,127,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,770,7.1,High,1,32,1,1,1,909,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Path Traversal,987,0.5,Critical,44,14,0,0,0,262,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,SSRF,761,0.7,Medium,227,18,0,1,1,807,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,969,4.0,Medium,331,28,1,0,0,789,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,449,3.0,High,98,29,0,0,1,812,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,843,2.3,Medium,208,16,1,0,1,854,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,835,2.8,Critical,265,35,1,1,1,189,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SSRF,180,8.0,High,288,47,0,0,1,424,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,RCE,702,9.3,Medium,271,31,1,0,1,879,High,Fix within 1 week. Implement temporary mitigations.
Bandit,CSRF,407,4.1,Low,140,4,1,0,1,244,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,RCE,666,9.1,Low,481,37,1,0,0,864,High,Fix within 1 week. Implement temporary mitigations.
ZAP,CSRF,196,3.2,Critical,237,17,1,1,0,717,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,466,4.8,Medium,462,39,0,0,0,829,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,311,2.3,Critical,441,48,1,0,1,89,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,262,6.4,High,392,46,0,0,0,656,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,419,9.8,Low,72,26,1,1,1,31,High,Fix within 1 week. Implement temporary mitigations.
Bandit,RCE,406,6.0,High,155,48,1,0,0,486,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,939,3.6,Medium,190,39,1,0,0,852,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,143,6.5,Critical,268,41,0,0,1,449,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,342,1.2,Critical,321,4,0,0,1,746,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,316,8.9,Critical,107,30,0,1,0,579,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Hardcoded Secret,101,5.0,High,232,30,1,0,0,102,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,244,4.5,Low,42,22,1,0,0,201,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,490,5.9,High,190,11,1,1,0,112,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,12,6.2,High,371,2,1,1,1,405,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,239,0.7,Medium,139,44,0,1,0,16,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,561,6.8,Medium,103,12,1,0,1,649,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,42,2.4,Medium,171,30,0,1,1,576,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,678,7.1,Low,351,36,1,0,0,240,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,594,8.2,Low,273,18,0,1,1,883,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SQL Injection,429,8.0,Medium,481,26,0,0,0,583,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,803,5.5,Medium,416,7,1,1,1,249,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,158,5.2,Low,221,1,1,0,1,99,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,216,1.4,Critical,213,26,0,1,0,241,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,670,7.8,Low,341,23,1,0,1,466,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Hardcoded Secret,462,2.7,Low,424,26,1,0,1,242,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,134,5.0,Low,407,45,0,0,0,363,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,67,2.8,Medium,56,6,0,0,1,342,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,848,1.3,Critical,390,6,0,0,1,448,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,7,6.3,Low,342,44,0,0,0,384,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,948,0.5,Medium,434,8,1,0,0,301,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,Path Traversal,526,7.5,High,102,24,0,0,1,354,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,73,3.2,High,421,22,0,1,1,673,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SSRF,399,0.0,Low,493,19,0,0,1,437,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,405,5.1,High,192,37,1,0,0,666,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Path Traversal,675,0.5,Critical,499,18,0,1,1,139,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,578,2.8,High,310,31,1,0,1,150,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,859,7.1,High,200,37,0,1,1,424,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,130,0.6,Critical,233,30,0,0,1,102,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,931,8.4,Low,433,42,1,1,1,635,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SQL Injection,466,0.0,Low,227,33,0,1,1,293,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,206,2.5,Critical,371,10,0,0,0,965,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,788,7.4,Critical,139,37,1,1,0,932,Medium,Implement input validation. Chroot sensitive directories.
Bandit,Path Traversal,978,3.2,Critical,344,12,0,0,1,664,Medium,Implement input validation. Chroot sensitive directories.
Bandit,XSS,768,1.0,High,305,30,0,0,1,232,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,266,3.6,Critical,149,27,0,0,0,753,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,537,2.7,Medium,115,39,0,0,0,472,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,962,8.4,High,450,9,1,1,0,554,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,793,3.1,Low,63,21,0,0,1,285,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,253,7.9,Low,104,12,1,1,1,691,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Path Traversal,822,8.9,Low,339,29,0,1,1,149,High,Fix within 1 week. Implement temporary mitigations.
Bandit,XSS,289,4.3,High,359,33,1,0,1,366,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,164,9.1,Medium,156,43,0,0,0,722,High,Fix within 1 week. Implement temporary mitigations.
ZAP,XSS,95,3.8,Critical,273,15,1,0,0,32,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,782,9.6,Critical,6,2,0,0,0,977,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,RCE,833,0.9,Low,147,39,1,1,0,745,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,110,6.9,Low,184,44,1,0,1,889,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,336,4.9,High,486,18,0,1,1,279,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,822,3.9,Medium,28,3,1,0,0,868,Medium,Implement input validation. Chroot sensitive directories.
ZAP,XSS,238,6.3,Critical,450,7,0,0,0,674,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,381,7.0,High,38,43,0,0,0,342,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,436,0.0,Critical,119,18,0,0,0,94,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,899,1.7,Low,293,44,0,1,0,630,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,483,7.1,Critical,371,38,0,1,1,40,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,937,6.7,Medium,244,37,1,0,1,750,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,902,9.7,Medium,68,33,0,1,0,249,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Path Traversal,25,7.6,Low,214,44,0,1,0,899,Medium,Implement input validation. Chroot sensitive directories.
ZAP,XSS,653,9.5,Medium,218,31,0,0,0,372,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,117,7.0,Medium,177,11,0,0,1,831,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,RCE,482,3.0,High,299,4,0,1,1,398,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,392,1.1,Critical,164,18,0,1,1,662,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,917,7.8,Low,58,4,1,1,0,677,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,994,6.4,Low,269,49,1,1,1,308,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,964,0.5,Low,308,34,0,0,0,866,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,537,3.6,Low,58,29,1,0,1,380,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,XSS,79,9.6,Low,288,24,0,1,1,108,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SQL Injection,580,5.0,Medium,465,22,0,0,1,56,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,173,4.3,High,105,2,0,1,0,848,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,956,4.6,Low,228,44,0,1,0,431,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,CSRF,12,2.1,High,247,6,0,0,1,489,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,CSRF,800,3.7,High,188,42,1,1,0,588,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Path Traversal,128,3.7,Medium,494,25,1,1,0,71,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,608,0.5,Low,83,21,1,0,0,118,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,92,7.7,Medium,186,16,1,0,0,688,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,653,4.2,Low,252,31,0,1,0,558,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SSRF,543,8.2,Medium,355,14,1,1,0,128,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,846,8.5,High,238,39,0,0,0,607,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,532,2.1,Low,360,28,1,1,1,391,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,CSRF,658,6.6,Critical,184,32,1,1,0,401,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,XSS,989,4.7,High,284,28,1,0,0,986,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,828,8.8,Critical,385,49,1,0,1,61,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Hardcoded Secret,447,2.2,High,426,9,0,0,1,612,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,390,6.8,Medium,210,45,1,0,1,298,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,672,6.1,Low,304,22,1,0,1,346,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,SSRF,861,3.0,High,296,32,0,0,0,819,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,43,1.4,Medium,97,5,0,1,1,213,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,254,6.5,Low,447,23,1,1,1,889,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,130,7.4,Low,460,5,0,0,0,247,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,60,3.2,High,456,42,0,0,0,391,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,663,6.4,Low,472,32,0,1,0,676,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,467,4.0,High,208,10,1,1,1,761,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,287,7.1,Low,370,39,0,1,0,145,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,517,2.0,Critical,388,15,1,0,1,416,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,467,8.9,Medium,422,7,1,0,0,517,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SSRF,930,2.9,Critical,492,29,1,1,0,371,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Path Traversal,778,3.7,High,411,47,1,0,1,390,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,RCE,345,0.6,Critical,137,3,0,0,0,890,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,642,1.1,High,367,19,1,0,0,585,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,CSRF,382,5.2,Low,400,10,0,1,0,644,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,Hardcoded Secret,779,2.7,Low,184,28,1,1,0,263,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,690,8.4,High,76,29,0,0,0,486,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,253,0.1,Critical,287,15,1,0,1,123,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,RCE,927,3.8,Low,472,35,0,0,1,29,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,56,3.4,Medium,375,6,1,0,0,537,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,Path Traversal,463,0.2,Low,142,12,1,0,1,154,Medium,Implement input validation. Chroot sensitive directories.
Bandit,RCE,457,1.2,Medium,237,47,0,1,1,217,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,983,4.1,Critical,25,38,1,0,1,540,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,83,4.9,Medium,290,13,1,0,0,385,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,905,4.0,Medium,67,29,1,0,0,513,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,99,5.3,Medium,250,19,0,1,0,913,Medium,Implement input validation. Chroot sensitive directories.
ZAP,Path Traversal,149,6.0,Medium,408,3,1,1,1,175,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,Hardcoded Secret,329,0.1,Low,118,8,1,0,1,559,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,156,4.6,Medium,490,8,0,1,0,190,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,XSS,190,9.6,Low,73,20,0,1,0,870,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Path Traversal,494,5.2,Medium,282,47,0,1,1,626,Medium,Implement input validation. Chroot sensitive directories.
Bandit,XSS,883,6.8,High,404,4,0,1,1,621,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,263,3.1,Critical,448,21,0,1,0,611,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,80,7.7,Medium,360,3,1,1,1,936,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,XSS,400,7.7,High,10,45,1,0,1,821,High,Fix within 1 week. Implement temporary mitigations.
ZAP,RCE,764,5.2,Medium,211,8,1,1,1,453,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,609,9.8,Medium,323,23,0,1,1,341,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,260,1.3,Medium,152,16,1,0,1,512,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,772,0.2,High,5,13,0,0,1,922,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,615,7.7,Critical,195,3,0,0,1,88,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SQL Injection,552,8.1,High,442,48,1,0,0,594,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,785,1.2,Critical,283,9,0,1,0,944,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,101,2.7,Medium,464,14,0,1,1,947,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,359,0.2,Low,113,13,1,1,1,697,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,380,2.9,Medium,271,7,0,1,1,405,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,820,7.7,Critical,163,15,0,0,0,617,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,221,5.2,High,460,7,1,1,0,866,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,820,3.5,Medium,105,38,0,1,1,112,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,XSS,420,3.7,High,181,34,0,0,0,411,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,124,0.0,High,44,41,1,1,1,984,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,422,3.0,High,282,22,1,1,1,233,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,CSRF,231,6.5,Medium,175,24,1,1,1,527,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,SSRF,690,9.7,High,162,49,1,1,1,643,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,Hardcoded Secret,63,8.5,High,471,37,0,0,1,245,High,Rotate all exposed credentials. Implement secrets management.
Bandit,Hardcoded Secret,485,0.2,Medium,351,44,0,0,1,436,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,628,9.0,High,434,1,1,0,1,125,High,Rotate all exposed credentials. Implement secrets management.
SonarQube,SQL Injection,703,7.8,Medium,340,10,0,0,0,172,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,574,7.8,Critical,140,43,0,0,1,235,High,Implement network-level restrictions. Validate all URL inputs.
ZAP,CSRF,768,4.6,Critical,471,16,1,1,0,239,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,CSRF,483,4.0,Critical,132,46,1,1,1,191,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,519,3.0,High,87,8,0,0,1,258,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,155,0.7,Low,176,49,1,0,0,327,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,92,2.3,Low,183,25,1,0,0,974,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,RCE,982,2.5,High,368,12,1,1,1,219,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,526,4.8,Low,129,25,0,0,0,665,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,455,7.5,Medium,246,17,1,1,1,401,High,Fix within 1 week. Implement temporary mitigations.
